priority,shipping_cost,customer_name,ship_mode,customer_segment,product_category,product_subcategory,product_container,product_name,country,state_region,order_date,ship_date,quantity,unit_price,discount,sales,profit
Low,19.99,Marion Wilcox,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,United States,Texas,01/04/2015,01/11/2015,3,161.55,0.05,499.31,35.31
Critical,19.99,Albert Frost,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,United States,Missouri,01/02/2015,01/03/2015,3,161.55,0.06,485.01,-7.58000000000004
Medium,19.99,Evan K Bullard,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,United States,Connecticut,05/13/2015,05/14/2015,3,162.93,0.03,515.88,293.14
Low,19.99,Debbie Stevenson,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,United States,California,01/14/2015,01/16/2015,7,165.2,0.07,1081.54,521.69
High,19.99,Yvonne Mann,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,United States,California,05/29/2015,05/29/2015,167,165.2,0.05,27587.55,2008.71
High,19.99,Lloyd Fuller,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,United States,Tennessee,05/29/2015,05/29/2015,42,165.2,0.05,6938.19,-48.958
Medium,35.89,Lynn Payne,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection 1  Thick Stackable Bookcases,United States,Virginia,04/20/2015,04/21/2015,8,170.98,0,1452.18,-102.662
High,35.89,Sidney Gilliam,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection 1  Thick Stackable Bookcases,United States,Florida,03/02/2015,03/04/2015,1,170.98,0.08,199.48,-119.812
Critical,35.89,Calvin Conway,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection 1  Thick Stackable Bookcases,United States,New Jersey,04/06/2015,04/08/2015,10,170.98,0.01,1719.07,538.52
Low,13.99,Calvin Boyette,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Tenex Antistatic Computer Chair Mats,United States,Arizona,06/05/2015,06/12/2015,7,170.98,0,1287.17,888.1473
Low,19.99,Penny Tuttle,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EB-19 Dual Function Manual Binding System,United States,Ohio,05/17/2015,05/17/2015,22,172.99,0.07,3627.08,2502.6852
Not Specified,8.99,Vanessa Boyer,Express Air,Consumer,Technology,Telephones and Communication,Small Box,2180,United States,New York,04/15/2015,04/16/2015,16,175.99,0.08,2290.69,-459.0828
High,4.99,Peggy Lanier,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,5165,United States,California,06/20/2015,06/22/2015,22,175.99,0.09,3144.56,2169.7464
Medium,8.99,Nelson Hensley,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,United States,Washington,03/27/2015,03/28/2015,39,175.99,0.1,5250.66,930.987
High,8.99,Edith Forbes,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,2180,United States,Massachusetts,02/14/2015,02/15/2015,7,175.99,0.06,1013.84,48.47148
Not Specified,4.99,Lynn Morrow,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5165,United States,Virginia,03/02/2015,03/02/2015,4,175.99,0.02,589.8,101.49
Medium,8.99,Adam G Sawyer,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,United States,Indiana,03/27/2015,03/28/2015,10,175.99,0.1,1346.32,928.9608
Medium,8.99,Wallace Werner,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,United States,California,03/04/2015,03/06/2015,23,175.99,0.06,3363.53,2031.507
Medium,4.99,Shawn Meyer,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,5165,United States,Texas,02/18/2015,02/21/2015,15,175.99,0,2400.95,1656.6555
Medium,4.99,Dean Solomon,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,5165,United States,North Carolina,03/28/2015,03/28/2015,10,175.99,0.08,1486.34,-16476.838
Not Specified,11.87,Herbert Beard,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes High-Stak® Drawer Files,United States,Texas,02/12/2015,02/14/2015,4,176.19,0.04,676.57,320.1
High,0.99,Kevin Wolfe,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center,United States,Georgia,06/13/2015,06/13/2015,3,177.98,0.07,536.29,-191.548
Not Specified,0.99,Rodney Field,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center,United States,Missouri,06/25/2015,06/27/2015,15,177.98,0.04,2767.95,1909.8855
Medium,19.99,Catherine Dorsey Burnett,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Hot File® 7-Pocket  Floor Stand,United States,California,02/05/2015,02/07/2015,1,178.47,0.1,180.14,-170.98
High,19.99,Carolyn Proctor,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,Hot File® 7-Pocket  Floor Stand,United States,California,05/04/2015,05/07/2015,9,178.47,0.05,1531.31,943
Not Specified,19.99,Helen Ferguson,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Hot File® 7-Pocket  Floor Stand,United States,Florida,04/07/2015,04/08/2015,1,178.47,0.02,193.81,106.9848
Critical,19.99,Edith Reynolds,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Hot File® 7-Pocket  Floor Stand,United States,North Dakota,03/13/2015,03/16/2015,22,178.47,0.08,3802.01,2267.22
Medium,29.21,Colleen Marsh,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top  X-Base,United States,Kentucky,03/14/2015,03/14/2015,2,179.29,0.02,311.41,-411.236
Critical,29.21,Alex Watkins,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top  X-Base,United States,New York,01/16/2015,01/18/2015,1,179.29,0.05,186.64,-537.27977732
Medium,29.21,Jamie Ward,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top  X-Base,United States,Maryland,06/02/2015,06/04/2015,8,179.29,0.01,1487.9,66.36222
Medium,29.21,Aaron Riggs,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bevis Round Conference Table Top  X-Base,United States,Oregon,06/22/2015,06/23/2015,21,179.29,0.01,3112.13,2800.12
Critical,13.99,Judy Singer,Express Air,Small Business,Technology,Telephones and Communication,Medium Box,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,United States,Florida,01/09/2015,01/11/2015,54,179.99,0.06,8332.91,1220.03784
High,19.99,Joan Beach,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,United States,Alabama,01/22/2015,01/23/2015,7,179.99,0.07,1188.63,733.2822
Not Specified,19.99,Donna Craven,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,United States,Maryland,02/08/2015,02/08/2015,1,179.99,0.07,179.51,-427.47
Not Specified,19.99,Ross Simpson,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,United States,Georgia,02/08/2015,02/08/2015,4,179.99,0.07,718.03,-568.5351
Medium,19.99,Gene Heath Cross,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,United States,New York,04/07/2015,04/08/2015,14,179.99,0.1,2458.05,1208.9904
Low,26.2,Melanie Burgess,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,United States,Missouri,04/26/2015,04/30/2015,5,180.98,0.03,928.92,588.54
Low,30,Scott Moore,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,United States,Texas,05/30/2015,05/30/2015,3,180.98,0.04,561.65,52.9880000000001
High,26.2,Megan Woods,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,United States,Wisconsin,06/23/2015,06/24/2015,1,180.98,0.06,191.73,-122.235
Low,30,Jack Horn,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,United States,Georgia,02/03/2015,02/05/2015,11,180.98,0,2084.16,9.204
Medium,26.2,Yvonne Fox,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,United States,Texas,04/23/2015,04/24/2015,5,180.98,0.06,929.57,251.4084
High,26.2,Anita Kang,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,United States,Illinois,06/22/2015,06/23/2015,3,180.98,0.1,519.42,-64.664
Low,19.99,Laurence Cummings,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,United States,Florida,03/24/2015,03/28/2015,8,193.17,0.03,1548.97,-348.754
Not Specified,19.99,Andrew Levine,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,United States,Pennsylvania,06/11/2015,06/11/2015,63,193.17,0.01,12190.98,1141.07
High,19.99,Alison Stewart,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,United States,Illinois,03/11/2015,03/12/2015,5,193.17,0,971.4,282.18
Critical,11.54,Paul Tate,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,United States,District of Columbia,02/13/2015,02/15/2015,42,194.3,0.03,8549.04,2861.01
Critical,11.54,Betsy Puckett,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,United States,Oklahoma,01/05/2015,01/07/2015,5,194.3,0.01,1000.26,690.1794
Critical,11.54,Jim Hinson,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,United States,Michigan,02/13/2015,02/15/2015,11,194.3,0.03,2239.03,1544.9307
Critical,11.54,Erin Ballard,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,Electrix Halogen Magnifier Lamp,United States,California,06/14/2015,06/16/2015,32,194.3,0.01,6401.65,1162.76
High,8.99,Nathan Jenkins,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,T28 WORLD,United States,Arkansas,02/24/2015,02/25/2015,5,195.99,0,882.93,114.882
Not Specified,8.99,Dennis Block Richardson,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T28 WORLD,United States,New York,06/30/2015,06/30/2015,22,195.99,0.01,3846.06,2653.7814
Critical,4.2,Kerry Beach,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T65,United States,Maryland,06/20/2015,06/23/2015,4,195.99,0.07,632.12,-222.343
Low,3.99,Brian Leach,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,R380,United States,Iowa,02/05/2015,02/12/2015,2,195.99,0.1,308.86,-655.424
Critical,4.2,Neal Wolfe,Express Air,Consumer,Technology,Telephones and Communication,Small Box,KH 688,United States,Washington,04/30/2015,05/02/2015,24,195.99,0,4170.87,1030.509
Critical,8.99,Eileen Schwartz,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T28 WORLD,United States,Kansas,06/12/2015,06/14/2015,4,195.99,0.06,632.65,-277.222
Low,8.99,Harry Burns,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,A1228,United States,Iowa,01/26/2015,01/26/2015,2,195.99,0.07,328.45,-457.16
Critical,4.2,Brooke Shepherd,Express Air,Consumer,Technology,Telephones and Communication,Small Box,KH 688,United States,California,04/30/2015,05/02/2015,6,195.99,0,1042.72,719.4768
Medium,8.99,Hazel Khan,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,T28 WORLD,United States,Maine,02/26/2015,02/28/2015,6,195.99,0.06,948.97,349.47
Critical,4.2,Lindsay O'Connell,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,688,United States,Texas,03/17/2015,03/19/2015,16,195.99,0,2692.12,1585.503
Medium,4.2,Josephine Dalton,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,T65,United States,Virginia,06/11/2015,06/12/2015,19,195.99,0.02,3194.99,40.284
Low,24.49,Pauline Denton,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,United States,Indiana,01/24/2015,01/26/2015,5,199.99,0.03,1054.69,727.7361
Low,24.49,Dana Sharpe,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,United States,Pennsylvania,01/24/2015,01/26/2015,21,199.99,0.03,4429.69,393.42
High,24.49,Stacy Chang,Express Air,Home Office,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,United States,Maryland,04/19/2015,04/21/2015,5,199.99,0.09,990.25,631.33
Critical,15.59,Bradley Schroeder,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,United States,Alabama,03/25/2015,03/25/2015,7,200.97,0.06,1348.83,531.618
Not Specified,15.59,Wallace Pugh,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,United States,Illinois,02/02/2015,02/03/2015,11,200.97,0.03,2230.12,1538.7828
Not Specified,15.59,Rick Foster Hawkins,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,United States,California,02/02/2015,02/03/2015,43,200.97,0.03,8717.75,1951.3
Not Specified,55.96,Sandra Sharma,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,United States,Tennessee,03/14/2015,03/16/2015,11,200.98,0.02,2331.9,-224.9478
Not Specified,55.96,Jeanne Werner,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,United States,Michigan,03/14/2015,03/16/2015,45,200.98,0.02,9539.6,-163.63
High,55.96,Judy Barrett,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,United States,Nebraska,06/23/2015,06/24/2015,9,200.98,0.09,1766.68,-512.872
Medium,23.76,Colleen Marsh,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black,United States,Kentucky,03/14/2015,03/15/2015,9,200.98,0.07,1805.9,-132.426
Not Specified,8.08,Jessie Houston,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5125,United States,Delaware,06/02/2015,06/04/2015,6,200.99,0,1076.3,281.5344
Critical,4.2,Penny Leach,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,United States,New Jersey,04/05/2015,04/06/2015,22,200.99,0.07,3705.14,2225.07612
Low,4.2,Harry Burns,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,United States,Iowa,01/26/2015,01/30/2015,14,200.99,0.05,2363.08,1630.5252
Not Specified,4.2,Valerie Moon,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,United States,Minnesota,06/25/2015,06/25/2015,11,200.99,0.05,1838.85,1268.8065
Medium,13.99,Ruth Lamm,Regular Air,Small Business,Technology,Office Machines,Medium Box,Soundgear Copyboard Conference Phone  Optional Battery,United States,Illinois,05/23/2015,05/25/2015,41,204.1,0.05,8585.67,5924.1123
Low,8.99,Matthew Berman,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,TimeportP7382,United States,Oregon,03/12/2015,03/19/2015,22,205.99,0.06,3838.14,3568.096
Medium,5,Eva Simpson,Express Air,Corporate,Technology,Telephones and Communication,Small Box,Phone 918,United States,Texas,05/25/2015,05/26/2015,11,205.99,0.04,1878.24,13.9568
High,3,Helen H Murphy,Express Air,Corporate,Technology,Telephones and Communication,Small Box,6185,United States,Utah,01/12/2015,01/14/2015,10,205.99,0.09,1708.73,1179.0237
High,5.99,Bobby Powell,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,3285,United States,Iowa,01/05/2015,01/07/2015,3,205.99,0.01,551.22,-74.8836
Not Specified,8.99,Christopher Meadows,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,United States,New York,04/04/2015,04/06/2015,19,205.99,0.05,3229.24,1545.80976
Low,2.5,Kristine Holden,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,V70,United States,South Carolina,02/06/2015,02/11/2015,17,205.99,0.08,2875.35,-156.772
Low,8.99,Renee Huang,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,United States,Florida,06/29/2015,07/02/2015,13,205.99,0,2435.52,186.558
Not Specified,2.5,Monica Harvey,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,V70,United States,Wisconsin,01/27/2015,01/28/2015,10,205.99,0.08,1610.84,997.38144
Not Specified,3,Lillian Day,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,6185,United States,Ohio,05/20/2015,05/21/2015,29,205.99,0.03,5319.35,3670.3515
Low,8.99,Danielle Baird,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,TimeportP7382,United States,Florida,03/04/2015,03/08/2015,2,205.99,0.1,324.62,147
Low,5.26,Richard McClure,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,i470,United States,Colorado,03/08/2015,03/15/2015,11,205.99,0.06,1882.87,890.181
High,8.99,Alison Jones,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,TimeportP7382,United States,North Carolina,02/11/2015,02/12/2015,5,205.99,0.08,837.64,-1963.752
High,8.99,Jack Horn,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,United States,Georgia,02/06/2015,02/08/2015,1,205.99,0.03,176.42,1087.716
Critical,8.99,Valerie Siegel,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,TimeportP7382,United States,Georgia,01/21/2015,01/22/2015,6,205.99,0.04,1008.53,960.984
High,5.26,Gary Hester,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,i470,United States,Texas,06/04/2015,06/05/2015,6,205.99,0.04,1018.61,-0.81400000000001
High,8.99,Alison Jones,Express Air,Consumer,Technology,Telephones and Communication,Small Box,Talkabout T8097,United States,North Carolina,02/11/2015,02/12/2015,12,205.99,0.05,2118.99,111.0525
Critical,0.99,Milton Lindsay,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,United States,Ohio,01/19/2015,01/21/2015,5,207.48,0.09,991.24,683.9556
Not Specified,0.99,Helen Dickerson,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,United States,Missouri,01/26/2015,01/29/2015,3,207.48,0.09,577.75,359.83
Not Specified,68.02,Robyn Crawford,Delivery Truck,Small Business,Office Supplies,Appliances,Jumbo Drum,1.7 Cubic Foot Compact  Cube  Office Refrigerators,United States,Tennessee,01/14/2015,01/14/2015,4,208.16,0.1,768.81,-137.522
